song_id,mean_sim,sd_sim,rms_difference,spectral_bandwidth_difference,spectral_centroid_difference,spectral_contrast_difference,spectral_flatness_difference,spectral_rolloff_difference,zero_crossing_rate_difference,mfccs_offset_difference,mfcc1_difference,mfcc2_difference,mfcc3_difference,mfcc4_difference,mfcc5_difference,mfcc6_difference,mfcc7_difference,mfcc8_difference,mfcc9_difference,mfcc10_difference,mfcc11_difference,mfcc12_difference,mfccs_dist,tempo_difference,key_difference,treble_difference,tbb_difference,voice_type_difference,mean_valence_difference,mean_arousal_difference
Respect_ArethaFranklin,2.2671398004186045,1.3452823803059568,-0.03504999999999999,-731.7799999999997,-655.06,1.7699999999999996,-7e-4,-1995.4399999999996,-0.006589999999999999,-126.31372999999996,19.33474000000001,-0.9885749999999973,-6.288993000000001,6.0499358,-4.682500000000001,11.727097800000001,-11.8705927,5.8153775,-17.5208036,6.471477999999999,-9.14227476,-9.91048409,36.2739616266778,18,-1,-1,1,2,0.2079589785510204,-0.05632635614285714
RockWithYou_MichaelJackson,3.629045947911111,1.4582373875241892,-0.017199999999999993,417.9899999999998,787.6500000000001,-0.370000000000001,-2.5e-4,1913.8099999999995,0.01965,-1.7152399999999943,-22.853919999999988,-10.457616999999999,14.207829000000004,-2.274761,20.886656199999997,7.3996224,-3.1283720000000006,13.1020653,6.6877079,2.02112018,-1.8807105,11.624159200000001,41.21439691892093,-2,1,1,-1,2,0.031610759847363945,0.08523145928741496
SaveYourTears_TheWeekndArianaGrande,3.571277835866667,1.4533740187581985,0.028649999999999995,390.7999999999997,277.7199999999998,-1.0599999999999987,-8.000000000000002e-5,974.71,-0.008299999999999995,27.266410000000008,-12.790099999999995,1.2418440000000004,6.537573999999999,1.4398850000000003,6.365689999999997,13.127194999999999,1.2869379999999992,7.302135699999999,1.6599171,-1.783131946,3.1635333,4.000293599999999,22.576753669036393,2,1,1,-1,2,0.12145347397959183,0.1951995800408163
ShapeofYou_EdSheeran,4.165807094488372,1.43213479291768,0.04879,230.9100000000003,232.2199999999998,-0.8100000000000023,-0.010100000000000001,519.3599999999997,0.0015100000000000044,53.84571,1.30886000000001,-3.2123220000000003,-11.253873000000006,-5.18556914,-8.892890000000001,-0.9330829999999999,-11.008388499999999,-13.13940707,-5.3680547,-5.019684999999999,-8.1985168,0.7416679999999998,25.71251994254441,-4,1,1,-1,2,0.04350822197704082,0.21390859289838438
SmellsLikeTeenSpirit_Nirvana,6.2382046148666666,0.9581486761256224,-0.025910000000000002,-178.19000000000005,120.77999999999975,-0.5800000000000018,-5.600000000000001e-4,-20.979999999999563,0.012749999999999997,-24.20089999999999,6.5351599999999905,-20.767400000000002,13.027117000000004,-5.3276625,10.587941999999998,9.670351,-2.0766870000000033,-1.6625820000000004,-10.751808,6.568192499999999,-12.15113877,6.176109799999999,35.06161761453437,0,0,0,0,0,0.010376005918367348,0.041034947061224486
Smooth_SantanaRobThomas,5.708939399022222,1.1425189981670965,0.009300000000000003,1178.71,1378.63,0.13999999999999702,3.7999999999999997e-4,3437.8700000000003,0.03128,39.23270000000002,-37.32154,-1.5730179999999976,10.100294000000005,-9.198334999999998,15.106994999999998,-4.776747,9.059444000000001,-9.1811046,6.711462699999999,-2.9479605,0.41081700000000065,-0.5332582000000001,45.316544373487964,2,0,0,0,0,0.03773774346938774,0.07263300638775509
SomebodyThatIUsedtoKnow_Gotye,5.606971964511111,0.9603255674833094,0.022930000000000006,-169.13999999999987,-382.50999999999976,-1.509999999999998,0.0033900000000000007,-1206.2599999999993,-0.01759000000000001,1.578579999999988,11.484139999999996,11.614359,-7.9452209999999965,10.6090944,0.8500770000000024,0.90709741,5.7679982999999995,-9.543727500000001,16.2075998,-5.466231400000001,15.478313,-10.5071894,34.79800859613086,0,0,0,0,0,-0.05541071167346939,-0.03189245448979593
StandByMe_BenEKing,3.483940268452381,1.4210219263417647,0.010410000000000003,-789.4500000000003,-716.5000000000002,-1.5799999999999983,-4.9e-4,-2151.82,-0.01183,-1.597660000000019,35.396240000000006,-2.7247500000000002,-13.117427,0.2884918000000001,3.0656370000000006,2.9784607999999997,-12.141814400000001,5.84173013,3.4894702,-1.4655164999999997,-2.67820405,11.281916599999999,42.20267259426886,-23,3,1,-1,2,0.0035263046938775466,0.006193662102040809
StayinAlive_BeeGees,5.149416021227273,1.239167776025908,0.013380000000000003,436.73,487.5500000000002,1.1499999999999986,-1.9999999999999998e-4,841.4900000000007,0.008190000000000003,18.825740000000025,-8.003309999999999,-9.601039999999998,-3.4727250000000005,18.227862000000002,20.008864000000003,-7.975730780000001,9.116857,0.6160022000000005,3.27689428,-4.3603029399999995,-11.97878605,5.5972934,35.391841699140016,2,0,1,0,1,0.0453292356122449,0.07931857418367345
StrawberryFieldsForever_TheBeatles,3.035170877266667,1.4429200310534889,-0.02031999999999999,-1568.4300000000003,-1519.46,0.23000000000000043,-0.00152,-4008.3,-0.03566,-86.38449,60.88493,-12.610603999999995,6.473662999999995,-3.0843349999999994,-12.078111999999999,18.709916,-37.341201,18.76547194,-31.066595,10.138667,-16.1179543,11.04114874,87.23241802558864,4,-0.5,0,0,0,0.11811490278656461,-0.238117999832483
