welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.R&B,survey.question1.Ambient,survey.question1.Electronic (EDM),survey.question1.Country,survey.question1.Classical,survey.question1.Classic rock,survey.question1.Reggae,survey.question1.Latin,survey.question1.Disco,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.Pop,survey.question1.Metal,survey.question1.Alternative rock,survey.question1.A cappella,survey.question1.Jazz,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1092.6859,1100.8054,0,1,1,1,1,SoundStimuli/AnotherOneBitesTheDust_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100.8057,1114.9554,4.359816576,14.1353,0,2,2,9,1,song_indices/AnotherOneBitesTheDust_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1114.9563,1121.2555,0,0,0,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121.266,1129.5548,0,1,1,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.5549,1130.3381,3.060640285,0.7631,0,3,3,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1130.3388,1136.6041,0,0,0,1,1,SoundStimuli/MackTheKnife_BobbyDarin_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1136.6135,1142.7548,0,1,1,0,1,SoundStimuli/MackTheKnife_BobbyDarin_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142.755,1144.0378,2.272936481,1.2766,0,4,4,21,1,song_indices/MackTheKnife_BobbyDarin.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1144.0389,1150.2922,0,0,0,0,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.3062,1157.1706,0,1,1,1,1,SoundStimuli/GodOnlyKnows_TheBeachBoys_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1157.1708,1158.6703,2.355171535,1.476,0,5,5,8,1,song_indices/GodOnlyKnows_TheBeachBoys.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.6709,1164.9867,0,0,0,0,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1164.9984,1171.6864,0,1,1,1,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.6865,1173.2696,1.23580163,1.5725,0,6,6,1,1,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.2704,1180.6533,0,0,0,0,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180.6643,1187.1688,0,1,1,1,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1187.1689,1188.2191,5.365616508,1.0288,0,7,7,20,1,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1188.22,1192.9352,0,0,0,1,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.9457,1198.9854,0,1,1,0,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1198.9862,1210.4683,5.15335428,11.466,0,8,8,17,1,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1210.4694,1214.5516,0,0,0,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214.5595,1220.5213,0,1,1,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.5222,1251.6677,5.15335428,31.1209,0,9,9,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1251.6708,1257.5166,0,0,0,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1257.5258,1263.5494,0,1,1,0,1,SoundStimuli/StayinAlive_BeeGees_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.5496,1350.496,4.171501359,86.925,0,10,10,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.4971,1356.4465,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.4568,1362.5279,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1362.5281,1384.1448,4.084298573,21.5962,0,11,11,6,1,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384.1459,1390.9784,0,0,0,1,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.9887,1396.5766,0,1,1,0,1,SoundStimuli/IWannaDanceWithSomebody_WhitneyHouston_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.5769,1416.7766,4.84678159,20.1786,0,12,12,13,1,song_indices/IWannaDanceWithSomebody_WhitneyHouston.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.7779,1423.2267,0,0,0,0,1,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1423.2365,1430.7263,0,1,1,1,1,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.7266,1432.126,2.907302989,1.3842,0,13,13,22,1,song_indices/BadDay_DanielPowter.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.1268,1438.1761,0,0,0,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.1874,1443.9754,0,1,1,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,001709,001,2024-06-17_10h38.40.092,experiment,2024.1.5,MacIntel,59.88023952,65e29490e2b12e6bfa6a34b8,667045947eb812cbdacbf325,6670495dc99f10f913bff3d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.9755,1447.793,2.285215693,3.7919,0,14,14,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
