welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.question1.Jazz,survey.question1.Pop,survey.question1.Hip hop,survey.question1.Folk/indie,survey.question1.A cappella,survey.question1.Country,survey.question1.Alternative rock,survey.question1.R&B,survey.question1.Ambient,survey.question1.Metal,survey.question1.Disco,survey.question1.Classical,survey.question1.Electronic (EDM),survey.question1.Reggae,survey.question1.Classic rock,survey.question1.Latin,survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.4723,161.3536,0,1,1,1,1,SoundStimuli/StayinAlive_BeeGees_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.3538,164.8031,6.014399731,3.4285,0,2,2,2,1,song_indices/StayinAlive_BeeGees.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.8088,170.7814,0,0,0,1,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8014,176.8984,0,1,1,0,1,SoundStimuli/IllMakeLoveToYou_BoyzIIMen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.8987,185.3962,3.993770586,8.4775,0,3,3,6,1,song_indices/IllMakeLoveToYou_BoyzIIMen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.3988,193.7153,0,0,0,1,1,SoundStimuli/Perfect_EdSheeran_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.7318,202.6198,0,1,1,0,1,SoundStimuli/Perfect_EdSheeran_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.6201,203.6809,6.053409229,1.0383,0,4,4,0,1,song_indices/Perfect_EdSheeran.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.6831,210.2218,0,0,0,1,1,SoundStimuli/OldTownRoad_LilNasX_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.2402,217.6233,0,1,1,0,1,SoundStimuli/OldTownRoad_LilNasX_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.6237,226.1175,3.993770586,8.4749,0,5,5,20,1,song_indices/OldTownRoad_LilNasX.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.1208,232.1623,0,0,0,1,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.1779,238.0134,0,1,1,0,1,SoundStimuli/IWantToHoldYourHand_TheBeatles_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0137,239.2633,2.035553758,1.2294,0,6,6,19,1,song_indices/IWantToHoldYourHand_TheBeatles.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2671,245.5367,0,0,0,0,1,SoundStimuli/Smooth_SantanaRobThomas_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5568,251.699,0,1,1,1,1,SoundStimuli/Smooth_SantanaRobThomas_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.6992,253.0908,6.193839231,1.3707,0,7,7,4,1,song_indices/Smooth_SantanaRobThomas.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0931,259.734,0,0,0,1,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.7505,266.3295,0,1,1,0,1,SoundStimuli/Despacito_LuisFonsiDaddyYankee_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.3298,267.5732,5.265441462,1.2219,0,8,8,11,1,song_indices/Despacito_LuisFonsiDaddyYankee.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.5748,274.0551,0,0,0,0,1,SoundStimuli/BadDay_DanielPowter_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0724,281.6268,0,1,1,1,1,SoundStimuli/BadDay_DanielPowter_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.6273,284.4509,2.932744714,2.7863,0,9,9,22,1,song_indices/BadDay_DanielPowter.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.4533,290.8565,0,0,0,0,1,SoundStimuli/MyGirl_TheTemptations_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.8748,298.5734,0,1,1,1,1,SoundStimuli/MyGirl_TheTemptations_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.5735,304.7559,3.002959716,6.15,0,10,10,15,1,song_indices/MyGirl_TheTemptations.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.7574,310.9149,0,0,0,0,1,SoundStimuli/LikeARollingStone_BobDylan_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.9315,315.3132,0,1,1,1,1,SoundStimuli/LikeARollingStone_BobDylan_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.3135,319.0423,2.924943077,3.7075,0,11,11,12,1,song_indices/LikeARollingStone_BobDylan.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0448,325.7704,0,0,0,1,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.7871,332.1221,0,1,1,0,1,SoundStimuli/BridgeOverTroubledWater_SimonAndGarfunkel_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.1224,333.1764,3.85334006,1.036,0,12,12,1,1,song_indices/BridgeOverTroubledWater_SimonAndGarfunkel.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.1812,337.9168,0,0,0,1,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.9331,343.9617,0,1,1,0,1,SoundStimuli/AChangeIsGonnaCome_SamCooke_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.962,346.4351,4.391655419,2.4504,0,13,13,17,1,song_indices/AChangeIsGonnaCome_SamCooke.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.4366,352.4178,0,0,0,0,1,SoundStimuli/BohemianRhapsody_Queen_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.4341,356.5131,0,1,1,1,1,SoundStimuli/BohemianRhapsody_Queen_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.5133,358.5923,1.161767715,2.0613,0,14,14,18,1,song_indices/BohemianRhapsody_Queen.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.5941,364.9167,0,0,0,0,1,SoundStimuli/Mood_24kGoldnianndior_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.9326,373.2481,0,1,1,1,1,SoundStimuli/Mood_24kGoldnianndior_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.2483,374.2913,2.043355396,1.0208,0,15,15,5,1,song_indices/Mood_24kGoldnianndior.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,910590,001,2024-06-17_10h47.05.026,experiment,2024.1.5,Win32,60.24096386,59cadb5f59b379000115128d,667045947eb812cbdacbf325,66704bff311674800ba0a876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.2934,380.5757,0,0,0,1,1,SoundStimuli/LikeAPrayer_Madonna_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
