welcome.started,welcome.stopped,space_to_continue.keys,space_to_continue.rt,space_to_continue.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent.consent,consent.consent_recontact,consent_check.started,consent_check.stopped,calibration_ready.started,calibration_ready.stopped,cal_ready.keys,cal_ready.rt,cal_ready.duration,calibration.started,calibration.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,move_on.keys,move_on.rt,move_on.duration,instructions.started,instructions.stopped,next.keys,next.rt,next.duration,practice_trial.started,practice_trial.stopped,practice_slider.response,practice_slider.rt,ready.started,ready.stopped,key_resp.keys,key_resp.rt,key_resp.duration,play_sound.started,play_sound.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,orig_or_cover,rating.started,rating.stopped,slider.response,slider.rt,songs.thisRepN,songs.thisTrialN,songs.thisN,songs.thisIndex,songs.ran,song_id,short_break.started,short_break.stopped,space_to_move_on.keys,space_to_move_on.rt,space_to_move_on.duration,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,blocks.ran,block,survey.age,survey.musician,survey.music_making,survey.listen_time,survey.medium,survey.music_seeking,survey.music_choice,survey.activities,survey.question1.Folk/indie,survey.question1.R&B,survey.question1.Classical,survey.question1.Latin,survey.question1.Pop,survey.question1.A cappella,survey.question1.Metal,survey.question1.Classic rock,survey.question1.Alternative rock,survey.question1.Reggae,survey.question1.Country,survey.question1.Jazz,survey.question1.Ambient,survey.question1.Hip hop,survey.question1.Disco,survey.question1.Electronic (EDM),survey.other_genres,survey.genres_ranked.text1,survey.genres_ranked.text2,survey.genres_ranked.text3,survey.habit_change,survey.habits,experiment.thisRepN,experiment.thisTrialN,experiment.thisN,experiment.thisIndex,experiment.ran,goodbye.started,goodbye.stopped
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.7995,236.0326,0,0,0,0,1,SoundStimuli/UptownFunk_MarkRonson_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0416,243.0494,0,1,1,1,1,SoundStimuli/UptownFunk_MarkRonson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0496,245.5155,6.96609375,2.4439,0,9,9,15,1,song_indices/UptownFunk_MarkRonson.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5165,253.4989,0,0,0,1,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.5113,259.7166,0,1,1,0,1,SoundStimuli/TheBattleOfNewOrleans_JohnnyHorton_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.7167,260.6667,2.561875,0.9264,0,10,10,4,1,song_indices/TheBattleOfNewOrleans_JohnnyHorton.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.6678,268.0338,0,0,0,0,1,SoundStimuli/Happy_PharellWilliams_Original5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0464,275.4006,0,1,1,1,1,SoundStimuli/Happy_PharellWilliams_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.4007,276.3171,5.541223958,0.9061,0,11,11,7,1,song_indices/Happy_PharellWilliams.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,418264,001,2024-06-14_11h20.10.541,experiment,2024.1.5,MacIntel,59.88023952,664614c87025e6f51aae8ea4,666b5f73dbba3f0cd916b177,666c6d8d33aa95ee79c11bc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.3179,282.3858,0,0,0,1,1,SoundStimuli/RockWithYou_MichaelJackson_Cover5S.wav,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
