internal_id,song_id,age_at_event_orig,age_at_event_cover,association_orig,association_cover,control_orig,control_cover,memory_orig,memory_cover,description_orig,description_cover,emot_content_orig,emot_content_cover,emot_intensity_orig,emot_intensity_cover,energetic_orig,energetic_cover,experience_orig,experience_cover,familiarity_orig,familiarity_cover,important_orig,important_cover,preference_orig,preference_cover,social_orig,social_cover,unique_orig,unique_cover,vivid_orig,vivid_cover
11,2012_1,20,NA,"20-21, when I met my husband while working. It was when I first became independent and drove myself to and from work",I loved Gotye for a while and listened to his album every night for weeks. But this cover is new to me.,completely spontaneous,NA,TRUE,FALSE,I was obsessed with this song and I listened it on repeat (had the album) to and from work every day for weeks.,NA,very positive,NA,somewhat,NA,somewhat,NA,One of my favorite albums,"The original song means a lot to me, but this cover I don’t really like.",extremely,very,very,NA,love it!,somewhat,not at all,NA,very,NA,extremely,NA
11,2012_3,22,NA,Reminds me of my husband and our wedding.,Not applicable,somewhat spontaneous,NA,TRUE,FALSE,It played at our wedding,NA,neutral,NA,somewhat,NA,very,NA,Ir played during our wedding reception. We didn’t really dance much but I remember that song vividly.,I have not heard this song,extremely,not at all,very,NA,a lot,a little,very,NA,very,NA,very,NA
11,2013_3,22,NA,"Yes, it reminds me of when my husband and I were dating. Shortly before we got engaged.","Reminds me of my husband, I was 20-25",completely spontaneous,NA,TRUE,FALSE,Driving with my husband,NA,very positive,NA,somewhat,NA,very,NA,Husband and I enjoy the artists music and we have a running joke about whether a song is “imagine dragons or not”.,Heard it many times,extremely,very,very,NA,love it!,somewhat,somewhat,NA,somewhat,NA,somewhat,NA
11,2013_5,23,NA,"Newly weds, driving at dusk home to our new apartment.",Not applicable,completely spontaneous,NA,TRUE,FALSE,Long drives home to our first apartment,NA,very positive,NA,very,NA,very,NA,We would play this song a lot in the car and I loved to sing to it,Lyrics are familiar but I have not heard this song,extremely,not at all,very,NA,love it!,not at all,a little,NA,somewhat,NA,very,NA
11,2014_4,25,NA,I associate it with my husband,20-25,neither,NA,TRUE,FALSE,Private,NA,somewhat positive,NA,not at all,NA,somewhat,NA,He listened to it a lot of his Spotify,"The song is familiar, acoustic version or something? But I can’t place it.",very,a little,a little,NA,a little,a little,not at all,NA,somewhat,NA,somewhat,NA
11,2014_5,24,NA,"Reminds me of an amusement park, 23-24","No, but sounds familiar",completely spontaneous,NA,TRUE,FALSE,I heard this song a lot while walking through an amusement park in the summer time,NA,somewhat positive,NA,a little,NA,very,NA,Listened to it a lot hanging out with husband and family while spending the day at an amusement park,Sounds like a cover of a song I have heard and liked in the past.,extremely,somewhat,somewhat,NA,a lot,a little,very,NA,a little,NA,a little,NA
11,2019_1,29,NA,"28-29, married life right before we had a child",27-29,completely spontaneous,NA,TRUE,FALSE,I saw the music video on my phone and was excited to share it with husband,NA,very positive,NA,somewhat,NA,very,NA,"I heard it a lot for a while, thought the music video was amazing and I was so excited to share it with people",I have heard it a few times and watched the music video,extremely,very,a little,NA,love it!,a lot,a little,NA,somewhat,NA,somewhat,NA
12,2013_3,30,NA,No.,No.,neither,NA,TRUE,FALSE,It reminded of the first part of this experiment as that is when I first heard the song.,NA,neutral,NA,not at all,NA,not at all,NA,I heard the song in the first part of this study.,I have never heard it before.,a little,not at all,a little,NA,a little,a little,not at all,NA,a little,NA,somewhat,NA
12,2014_1,22,22,No.,No.,somewhat spontaneous,somewhat spontaneous,TRUE,TRUE,Private,Private,neutral,neutral,a little,not at all,somewhat,somewhat,"I have heard this song many times before in shows, movies, ads, etc.",I have heard the original version of the song(not this version) various times in commercials and advertisements.,very,somewhat,a little,a little,not at all,not at all,very,very,very,very,very,somewhat
13,2008_2,6,NA,7-Mar,12-Aug,completely spontaneous,NA,TRUE,FALSE,My mom was taking me to school one day in the early 2ks and this was one of the CDs she played on the way.,NA,somewhat positive,NA,somewhat,NA,somewhat,NA,I know of the song because it's been on the radio and my mom used to play the CD a lot in the car.,My mom liked this song too during her divorce.,very,somewhat,a little,NA,somewhat,a little,somewhat,NA,somewhat,NA,very,NA
13,2008_3,9,NA,10-Aug,N/A,completely spontaneous,NA,TRUE,FALSE,"I remember once in the car, my mom sang this song very loudly as she was going through her divorce.",NA,very positive,NA,somewhat,NA,a little,NA,It was on the radio a lot in elementary.,N/A,a little,not at all,somewhat,NA,a little,not at all,a little,NA,very,NA,extremely,NA
13,2009_2,10,9,11-Sep,11-Aug,completely spontaneous,completely spontaneous,TRUE,TRUE,My sister and I loved Lady Gaga and listened to it on repeat at my grandma's house on her computer one day.,I remembered this one earlier with the other Lady Gaga song but I remember sitting at my grandparent's computer and listening to this song on repeat with my sister.,somewhat positive,very positive,a little,very,somewhat,extremely,"It played on the radio a lot, I listened to it with my sister all the time when we were kids.","Radio, listening to it with my sister, Lady Gaga was our favorite for a long time as kids.",extremely,extremely,very,very,love it!,love it!,a little,a little,very,somewhat,very,extremely
13,2010_3,12,NA,11-Aug,11-Aug,somewhat deliberate,NA,TRUE,FALSE,"I sang this with my sister, we took turns exchanging lines.",NA,somewhat positive,NA,a little,NA,very,NA,It was on the radio a lot.,"Love this song for awhile, used to play it on YouTube when reading. Also heard it on the radio.",very,extremely,somewhat,NA,a lot,love it!,somewhat,NA,somewhat,NA,somewhat,NA
13,2011_1,12,NA,14-Nov,14-17,completely spontaneous,NA,TRUE,FALSE,"My cousin, who passed away a few years ago, loaned me this CD a long time ago. I remember I listened to it on the way home from her house.",NA,very positive,NA,very,NA,not at all,NA,Listened to it on the radio and CD.,"Played on the radio a lot, it was on of the songs on my phone for gym class in 10th grade.",very,somewhat,somewhat,NA,somewhat,somewhat,a little,NA,somewhat,NA,very,NA
13,2011_2,13,13,13-Oct,14-Nov,completely spontaneous,somewhat deliberate,TRUE,TRUE,This was the song that was played during my 9th grade homecoming dance.,It was one of the songs they played at 9th grade Homecoming.,very positive,somewhat positive,very,a little,very,very,It was on the radio a lot and I believe I had it on my iPod.,It was on the radio and my friend had it as her ringtone.,somewhat,a little,not at all,a little,not at all,not at all,extremely,extremely,very,extremely,very,somewhat
13,2011_3,11,NA,12-Nov,15-Dec,completely spontaneous,NA,TRUE,FALSE,This was playing at the fourth of July party during fireworks when my mom accidentally burned me with her cigarette.,NA,very negative,NA,somewhat,NA,very,NA,"Radio, my mom liked P!nk a lot so we listened to the CD a lot too when I was in elementary.",It played on the radio a lot. Unsure of time period.,very,somewhat,a little,NA,a little,not at all,very,NA,very,NA,extremely,NA
13,2011_4,14,NA,13-15,14-ish,somewhat spontaneous,NA,TRUE,FALSE,I made a Vine edit to this song once of the cast of The One Hundred (zero key is broken,NA,somewhat positive,NA,a little,NA,not at all,NA,I heard it on the radio a lot and used to hear it on vine a ton.,This song was used a lot in Vine edits when I was maybe 14.,somewhat,a little,somewhat,NA,not at all,not at all,not at all,NA,somewhat,NA,somewhat,NA
13,2012_1,11,10,13-Nov,22-Oct,somewhat spontaneous,somewhat deliberate,TRUE,TRUE,Watching the music video for the first time and being confused.,"I remember watching the music video on repeat one night in my grandparent's ""comptuer room"" because I liked the music video.",somewhat positive,neutral,a little,not at all,not at all,not at all,Radio and watched the music video a few times.,It comes on the radio still quite frequently but it came on a lot during early middle school.,very,very,not at all,not at all,somewhat,a little,not at all,not at all,not at all,somewhat,somewhat,a little
13,2012_2,13,14,14-Nov,13-15,completely spontaneous,completely spontaneous,TRUE,TRUE,I have a video of my little cousin singing this song VERY loudly in the back of my great grandma's car.,I took a recording of my little cousin singing this in the car on the way to church one morning.,very positive,somewhat positive,somewhat,a little,very,very,My little cousin's favorite song for the longest time when she was very young.,Little cousin's FAVORITE song for awhile. Heard it on the radio a lot.,very,very,somewhat,a little,a little,not at all,somewhat,somewhat,extremely,somewhat,extremely,very
13,2012_3,12,7,14-Oct,9-Jul,completely spontaneous,somewhat deliberate,TRUE,TRUE,I got a memory of my mom singing me this song because I hated it. She sang it obnoxiously on the way home from school one day in middle school.,Came on the radio as my mom was driving me to my baby sitters house at 4AM. It was raining and I was focusing on the music because I got nervous in the car.,very positive,somewhat positive,somewhat,a little,very,not at all,My mom really loved this song when I was on middle school and it was on the radio frequently during that time period. I still hear it from time to time.,I heard it on the radio a lot as a kid in elementary. I like the song now but I hated it back then.,very,very,somewhat,somewhat,a lot,a lot,a little,not at all,somewhat,somewhat,very,somewhat
13,2012_4,11,11,11-Sep,11,completely spontaneous,completely spontaneous,TRUE,TRUE,Embarrassing memory. I used to write One Direction fan fiction with a friend and  we incorporated this song into it... I think it's still on Wattpad. Yikes.,I used to write fanfiction with a friend and we wrote this song into our story about One Direction.,somewhat positive,somewhat positive,very,a little,a little,not at all,"Radio, listened to it on my own for awhile. I liked Maroon 5 for a bit.",It was on the radio a lot during late elementary/early middle school.,somewhat,somewhat,somewhat,somewhat,a little,not at all,a little,a little,extremely,very,extremely,somewhat
13,2013_1,12,12,13-Dec,13-Nov,completely spontaneous,somewhat spontaneous,TRUE,TRUE,My friend and I listened to this song so we could write a parody of it about food.,I remember listening to the song with a friend so we could make a parody of it about food...,very positive,very positive,somewhat,very,very,somewhat,It played CONSTANTLY for like two years during middle school.,"I know the artist and I like him, the song was very popular on the radio when I was a kid.",very,very,very,somewhat,a lot,a lot,somewhat,somewhat,extremely,very,very,very
13,2013_2,15,14,14-17,N/A,somewhat deliberate,somewhat deliberate,TRUE,TRUE,Debating with my sister about the actual meaning of this song.,I listened to this with my sister and we debated what the message of the song was.,somewhat positive,neutral,a little,not at all,a little,not at all,It was on the radio a lot. My mom really liked singing along to it because it was so upbeat.,I heard it on the radio a lot.,somewhat,somewhat,not at all,a little,a little,not at all,a little,a little,somewhat,a little,somewhat,not at all
13,2013_6,9,11,11-Aug,12-Oct,somewhat spontaneous,completely spontaneous,TRUE,TRUE,My sister played this for me saying she was going to play this song at her wedding one day. She never did.,My sister told me she wanted to play this at her wedding when we were young. She never did.,somewhat positive,somewhat positive,a little,a little,not at all,a little,"My sister wanted to play it at her wedding so she played it often, it was her favorite song. Heard it on the radio. My mom also loved it.",This was my sister's favorite song when we were young and visiting our grandparents.,very,very,not at all,not at all,somewhat,a little,a little,a little,somewhat,somewhat,a little,somewhat
13,2014_1,10,8,12-Aug,11-Aug,completely spontaneous,somewhat spontaneous,TRUE,TRUE,This song was playing during the intro to a school awards ceremony.,Played in the school auditorium prior to an award ceremony.,neutral,neutral,a little,not at all,very,very,"I heard it on the radio a lot, it was one of the school's ""safe songs"" so it was played in gym class a lot too in middle school.",Heard it on the radio a lot. Don't listen to the artist but I know the song.,very,very,a little,not at all,a little,a little,extremely,extremely,extremely,a little,somewhat,somewhat
13,2014_2,14,NA,14,12,somewhat deliberate,NA,TRUE,FALSE,I made a Vine edit of this song.,NA,neutral,NA,not at all,NA,not at all,NA,I was in middle school and it was a popular vine edit song.,I didn't like Katy Perry so I skipped it whenever I could. Radio.,a little,somewhat,not at all,NA,not at all,not at all,not at all,NA,a little,NA,somewhat,NA
13,2014_3,20,NA,20-23,14-19,completely spontaneous,NA,TRUE,FALSE,"My ex sang this to me obnoxiously one day, really emphasizing how much he loved me. He loved Sam Smith.",NA,very positive,NA,extremely,NA,very,NA,My ex's favorite artist was Sam Smith when I met him back in 2019.,It was on the radio a lot for a long time. My mom liked it.,extremely,very,very,NA,a lot,somewhat,a little,NA,very,NA,extremely,NA
13,2014_4,16,NA,15-17,15-Nov,somewhat spontaneous,NA,TRUE,FALSE,I went to a Charli XCX concert with my mom and this played. Her boob popped out.,NA,somewhat positive,NA,a little,NA,extremely,NA,Played on the radio all the time in high school,Heard it on the radio a lot and I liked it for awhile.,very,somewhat,a little,NA,not at all,somewhat,extremely,NA,extremely,NA,a little,NA
13,2015_1,18,16,17-20,16-18,somewhat spontaneous,somewhat spontaneous,TRUE,TRUE,It played on some award show while I was visiting my grandma in Florida.,I was in Florida with my grandma when Bruno Mars preformed Uptown Funk at some awards show.,neutral,somewhat positive,not at all,a little,not at all,a little,It played on the radio a lot for about a year in 2017,I listened to it on the radio.,a little,very,not at all,not at all,a little,somewhat,a little,not at all,a little,a little,a little,very
13,2015_3,11,13,11-current,15-Dec,completely spontaneous,somewhat deliberate,TRUE,TRUE,This song came on the radio right after my grandma died. I remember crying.,I vaguely remember crying to this song on the way home after my dad's funeral.,very negative,somewhat negative,very,very,not at all,not at all,"Radio, friend groups, movies.",It was on the radio and my mom would sing it.,extremely,extremely,very,extremely,a lot,a lot,not at all,not at all,very,extremely,extremely,a little
13,2016_1,17,NA,17-19,17-20,somewhat spontaneous,NA,TRUE,FALSE,Listening to this one with my sister and then showing her the Fuck Yourself remix.,NA,neutral,NA,not at all,NA,not at all,NA,It was on the radio a lot around the time I graduated.,It played on the radio a lot. I remember hearing it on the bus all the time during late high school.,very,very,not at all,NA,somewhat,love it!,a little,NA,a little,NA,a little,NA
13,2016_2,23,NA,18-23,18,somewhat deliberate,NA,TRUE,FALSE,I'm going through a break up with my partner and this is on my break up playlist. This song got me out of my funk a little last night.,NA,very negative,NA,very,NA,a little,NA,It's on my Spotify break up playlist now but it was on the radio a lot when it came out. I was maybe graduating high school.,Radio.,very,somewhat,very,NA,a lot,a little,not at all,NA,somewhat,NA,somewhat,NA
13,2016_5,18,19,15-23,16-19,completely spontaneous,somewhat deliberate,TRUE,TRUE,I went to a 21 Pilots concert with my ex girlfriend and this was played there.,I went to a 21 Pilots concert with one of my ex's.,very positive,very positive,somewhat,a little,extremely,extremely,I still listen to this song regularly but I first heard it on the radio. I used to love 21 Pilots and they still come up in my playlist.,"I listened to this in concert, on the radio for a long time, and had this on my playlist because I liked 21 Pilots.",extremely,extremely,very,very,love it!,love it!,extremely,extremely,extremely,extremely,extremely,a little
13,2017_2,23,19,16-23,19-21,somewhat deliberate,completely spontaneous,TRUE,TRUE,"I have this friend named Alexa so I made a joke ""Alexa, play Despacito"" and she said ""Now playing: Despacito on Spotify"" and sent me a link to it.","There was a meme going around about ""Alexa, play Despacito"" and I asked my friend Alexa to play it and she sent me the link.",somewhat positive,very positive,not at all,very,not at all,somewhat,"I heard it on the radio a lot and a meme went around about ""Alexa play Despacito"" under sad things caused by OPs own actions.","I heard it on the radio a lot, there were memes about it floating around about three years ago.",very,very,a little,somewhat,a lot,a lot,somewhat,somewhat,very,very,a little,very
13,2017_4,18,23,17-19,17-23,somewhat spontaneous,somewhat deliberate,TRUE,TRUE,My friend's boyfriend danced to this song very awkwardly after smoking together.,My friends played it just the other day when I was visiting them. They were listening to music and they were discussing if Kendrick Lamar was attractive or not.,somewhat positive,neutral,somewhat,not at all,very,not at all,My friends played this song a lot in the smoke circle back after I was done with high school and in early college.,Friends played it in the smoke circle almost every time and now they listen to it when it comes on their playlist.,very,very,somewhat,not at all,a lot,somewhat,somewhat,somewhat,very,a little,somewhat,very
13,2019_1,21,NA,20-22,21,completely spontaneous,NA,TRUE,FALSE,My ex did a little dance to this song because it was his favorite.,NA,very positive,NA,very,NA,very,NA,This was my ex's favorite song for a long time. He loved it. This was right before Nas came out as gay so maybe two years ago.,"Boyfriends favorite song, he played it on repeat for weeks.",very,extremely,very,NA,somewhat,a little,a little,NA,very,NA,very,NA
13,2019_2,21,20,21,18-21,completely spontaneous,completely spontaneous,TRUE,TRUE,"We were watching the first movie in our new apartment, snuggled on the couch. Spiderman: Into the Spiderverse and my partner and I sang this song together.",I smiled thinking about this but my ex and I watched Spiderman: Into the Spiderverse one of our first nights in our new apartment.,very positive,very positive,somewhat,extremely,very,not at all,"I liked the song, it was my favorite Post Malone song for a little while. I listened to it on Spotify and the radio pretty often.",It was on the radio a lot and my ex loved it after we listened to it together. We had it on our Spotify playlist in 2020 while I was pregnant.,extremely,extremely,extremely,extremely,love it!,love it!,very,a little,very,extremely,extremely,extremely
13,2019_3,21,NA,21,19-23,completely spontaneous,NA,TRUE,FALSE,I was listening to Halsey's new album when I was going through a breakup with my current bf. We had a rough patch and I screamed along to this song on the way home.,NA,very negative,NA,very,NA,very,NA,I still listen to Halsey constantly but this song was on the radio a lot when I was pregnant with my now 2 year old.,I love Halsey so I still listen to this song all the time.,extremely,extremely,somewhat,NA,love it!,love it!,not at all,NA,somewhat,NA,extremely,NA
14,2009_3,26,NA,n/a,n/a,somewhat spontaneous,NA,TRUE,FALSE,"it was during a party thrown by a friend that he invited me to, he had setup a dance floor in his backyard and this was blaring on the outside speakers.",NA,neutral,NA,not at all,NA,very,NA,i heard it once at a party then a few times on spotify and youtube,never heard it,somewhat,not at all,a little,NA,somewhat,not at all,very,NA,somewhat,NA,somewhat,NA
14,2011_1,25,NA,25,n/a,completely spontaneous,NA,TRUE,FALSE,I was doing course work to get my certification for my job and i would listen to this song on repeat often.,NA,somewhat positive,NA,not at all,NA,not at all,NA,i don't remember the artist but i used to listen to this song on repeat when i was studying for my certification,i heard it a few times on youtube over the years,very,somewhat,not at all,NA,somewhat,a little,not at all,NA,a little,NA,a little,NA
14,2011_2,28,27,n/a,n/a,completely spontaneous,somewhat spontaneous,TRUE,TRUE,"it was during a party that some of my coworkers threw, i believe it was new years and i was basically hanging out at their house having a good time",i was at a house party in 2021 with some friends hanging out and i remember this song was playing,somewhat positive,somewhat positive,not at all,not at all,somewhat,somewhat,i heard it first at a house party and then a few times on spotify over a couple of months in 2021,i heard once or twice on the radio and one time at a house party,a little,somewhat,not at all,somewhat,somewhat,somewhat,very,very,a little,somewhat,very,somewhat
14,2012_2,25,NA,n/a,25-27,somewhat spontaneous,NA,TRUE,FALSE,i was at home surfing youtube when a video with this song popped up on my feed,NA,neutral,NA,not at all,NA,not at all,NA,i heard it on youtube a few times,"i heard it on spotify once and played it for several days in a row, i don't remember the exact year but i think it was 2019",a little,somewhat,not at all,NA,somewhat,somewhat,not at all,NA,a little,NA,somewhat,NA
14,2012_3,15,NA,"high school, 15-16",n/a,somewhat spontaneous,NA,TRUE,FALSE,"i think it was during a dance back when i was a teen, probably in middle or high school,",NA,neutral,NA,not at all,NA,somewhat,NA,heard it once during a school dance if i remember correctly,never heard it,a little,not at all,very,NA,somewhat,a little,very,NA,somewhat,NA,somewhat,NA
14,2015_3,26,NA,26,n/a,somewhat spontaneous,NA,TRUE,FALSE,Private,NA,neutral,NA,not at all,NA,not at all,NA,heard it on the radio a few times while driving,i heard it a few times on the radio and tv,not at all,somewhat,somewhat,NA,a little,somewhat,not at all,NA,very,NA,very,NA
15,2008_2,9,10,"After I heard it on that field trip, I was kind of obsessed with it for a while, even though I wouldn't be able to listen to it again for years because I had trouble finding it. 9",no,somewhat spontaneous,completely spontaneous,TRUE,TRUE,I heard this song in the car on a girl scout field trip to the Indiana Dunes and it immediately captivated me.,"I heard it in the car on a girl scout field trip and fell in love with it immediately, but had no way to find the song again.",somewhat positive,somewhat positive,not at all,not at all,a little,a little,NA,"After I heard it in the car that first time, it was years before I'd be able to find it again because I wasn't internet savvy at the time. But when I finally did hear it again, I was super excited, even if it wasn't as amazing as I remembered.",very,very,not at all,not at all,NA,somewhat,very,a little,somewhat,very,a little,not at all
15,2010_1,12,NA,14-Dec,14-Dec,completely spontaneous,NA,TRUE,FALSE,I remember watching a lyric video on YouTube for Tik Tok on repeat until I had the song memorized.,NA,very positive,NA,a little,NA,very,NA,I heard it for the first time at a school dance and got hooked on it.,it was played at every middle school dance i went to and i loved it,extremely,extremely,not at all,NA,love it!,love it!,not at all,NA,a little,NA,a little,NA
15,2010_2,13,12,14-Oct,"I don't have a solid age range, but I do associate it with the point in my life where I listened almost exclusively to country music because that's what my dad listened to. (which as a whole was like, before I can remember up till like age 12)",completely spontaneous,completely spontaneous,TRUE,TRUE,I remember getting a book of country sheet music and this was one of the first songs I learned how to play from it because I loved how the intro sounded.,I just suddenly remembered sitting in the back seat of my dad's old car and singing along with this song as I stared out the window.,somewhat positive,neutral,not at all,not at all,a little,not at all,"i used to listen to country radio all the time, so whenever it was that this came out, i heard it a lot and i loved it",I used to hear it on country radio all the time.,somewhat,very,not at all,not at all,a little,a little,not at all,a little,a little,not at all,somewhat,not at all
15,2011_2,11,14,13-14,14-15,completely spontaneous,completely spontaneous,TRUE,TRUE,I spent a lot of time trying to learn the dance from the music video.,I remember watching the music video over and over to try to learn the dance from it.,neutral,very positive,not at all,a little,somewhat,very,"It felt like it was everywhere when it first came out, and I heard it a lot. I liked it, though.",i dont remember where i heard it but i know i liked it and the dance,very,very,not at all,not at all,somewhat,somewhat,not at all,not at all,very,very,not at all,somewhat
15,2011_4,13,13,14-Dec,13-14,completely spontaneous,completely spontaneous,TRUE,TRUE,I remembered dancing and lip-syncing around my room with my iPod playing this song.,I remember dancing around my room listening to this whole album on my iPod.,very positive,somewhat positive,a little,not at all,very,somewhat,I used to really love it in middle school. It was on my iPod.,I got an iPod for Christmas one year and that whole Katy Perry album was already on it along with a bunch of other music my brother thought I'd like.,very,very,not at all,not at all,somewhat,a little,not at all,not at all,not at all,not at all,a little,a little
15,2014_2,14,16,no,no,completely spontaneous,completely spontaneous,TRUE,TRUE,I remember discovering a Pokemon themed parody of this song before I heard the original and really liking it.,Maybe this doesn't really count but my first exposure to this song was a Pokemon-themed parody of it and every time I hear the song I just remember watching the parody video for the first time because I thought it was super cool.,somewhat positive,neutral,a little,a little,not at all,a little,I always liked the Pokémon parody song better than the original.,"i heard a parody of it first, which is what i think of when i hear the real song.  at some point i listened to the original and liked it less than the parody",somewhat,somewhat,not at all,not at all,a little,a little,not at all,not at all,a little,somewhat,a little,somewhat
15,2014_4,15,NA,no,like 16-ish i think?,completely spontaneous,NA,TRUE,FALSE,This got played at a school dance and the whole time it was on I was so annoyed because I hate it and think it totally killed the vibe.,NA,somewhat negative,NA,not at all,NA,a little,NA,I heard it at that school dance (have no idea when that dance was or even when this song came out) and immediately hated it.,This got played at so many school dances... in high school I think? But I can't be sure. I wasn't a fan of its continued appearances.,somewhat,somewhat,not at all,NA,not at all,not at all,extremely,NA,somewhat,NA,a little,NA
15,2015_5,16,16,no,no,completely spontaneous,completely spontaneous,TRUE,TRUE,"I heard it for the first time while sitting in a cafe with a friend after having experienced my first-ever convention, which was a lot of fun.",I was sitting with a friend in a little restaurant near where we went for our first (and my only) anime convention.,very positive,very positive,not at all,a little,a little,somewhat,"I heard it in that café one time and never really cared for it, but I remember my friend being shocked I hadn't fully heard it until that point.","i heard it once in a restaurant with a friend, he was shocked i hadn't heard it before, and i didn't really like it",a little,a little,not at all,not at all,not at all,not at all,extremely,extremely,very,very,a little,a little
15,2019_2,20,19,no,no,completely spontaneous,completely spontaneous,TRUE,TRUE,I watched Into The Spiderverse with some friends and the movie really hit me emotionally and now all the songs from it make me think of those emotions.,"Being in the Spiderverse soundtrack, it makes me think of watching that movie for the first time with my friends and really loving it.",very positive,very positive,somewhat,a little,somewhat,a little,I heard it in Into The Spiderverse and fell in love with it and most of the rest of the soundtrack.,I heard it when watching Into The Spiderverse and fell in love with it.,extremely,extremely,not at all,not at all,love it!,love it!,somewhat,very,a little,a little,somewhat,somewhat
17,2009_2,14,NA,13,No.,completely spontaneous,NA,TRUE,FALSE,I listened to this sometimes in after school event back in junior high school.,NA,very positive,NA,very,NA,a little,NA,Hearing this voice really brought some memories from the past on after school events in junior high school. I used to listen to this a lot since the energy she gives is a lot.,Sounds like a slowmo version of a popular song that I'm kinda aware of.,extremely,a little,not at all,NA,a lot,a little,somewhat,NA,somewhat,NA,extremely,NA
17,2011_2,13,10,13,10,completely spontaneous,somewhat spontaneous,TRUE,TRUE,"Every time I have a good day from school, I just start listening to this as it provides energetic atmosphere.",Going to my cousins house to play.,very positive,very positive,extremely,extremely,very,extremely,Heard it a lot back when I was 13,My aunt played this on the radio while there were a lot of people at the house to play/hang out.,very,extremely,a little,somewhat,a lot,somewhat,not at all,very,very,very,extremely,very
17,2011_3,11,12,11,12,completely spontaneous,completely spontaneous,TRUE,TRUE,Watching fireworks while listening to this.,"When it was new years, my family sometimes plays this song.",very positive,very positive,extremely,somewhat,extremely,somewhat,I heard this for the first time when my parents invited people for the firework show and they played this song.,"My family used to play this a lot when it was new years and were bouta launch fireworks, but they stopped doing so 4 years ago.",extremely,very,somewhat,somewhat,a lot,a lot,extremely,very,very,very,extremely,very
17,2012_3,13,NA,13,No.,completely spontaneous,NA,TRUE,FALSE,I'm junior high walking with some people before class starting.,NA,very positive,NA,very,NA,very,NA,Used to hear it a lot before going to class when I was 13.,I heard this on a radio while going on a trip with my parents.,very,very,somewhat,NA,a lot,somewhat,extremely,NA,very,NA,extremely,NA
17,2012_4,12,NA,12,No.,completely deliberate,NA,TRUE,FALSE,Going to a different place while listening to this.,NA,very positive,NA,extremely,NA,very,NA,"Every time me and my parents go to a different place, I always played this on my phone with earbuds on.",Feels like I just listened to a remix of an old song I used to listen to back when I used youtube for music.,extremely,a little,very,NA,a lot,somewhat,very,NA,somewhat,NA,extremely,NA
17,2012_5,13,NA,13,No.,completely deliberate,NA,TRUE,FALSE,This one was also at the junior high school dance day at the gym.,NA,very positive,NA,somewhat,NA,very,NA,"I remember hearing it for the first time at dance day at junior high school, the music was good but not good enough to be on my spotify.",Probably heard it from a youtube video that I accidentally put up.,very,very,somewhat,NA,somewhat,a little,very,NA,somewhat,NA,extremely,NA
17,2013_6,11,NA,10,No.,somewhat deliberate,NA,TRUE,FALSE,Working out with my brother.,NA,very positive,NA,somewhat,NA,very,NA,"I wanted to work out for the first time at the age of 10 so I asked my brother if he can help, he did help. This song just randomly showed up on my youtube and I just played it. I didn't really know much songs back then and didn't know people made playlists for just workout music.",I heard this a lot while going to the dentist.,extremely,a little,somewhat,NA,somewhat,not at all,very,NA,somewhat,NA,very,NA
17,2014_2,12,NA,12,No.,completely spontaneous,NA,TRUE,FALSE,I was in the car when it was night with my parents and it felt insanely vivid.,NA,very positive,NA,extremely,NA,a little,NA,"When my day is going alright back then and it was night, I used to listen to this a lot. It brings some sort of happy emotion.",Never heard of it.,extremely,not at all,a little,NA,a lot,not at all,not at all,NA,very,NA,extremely,NA
17,2014_3,14,NA,14,No.,somewhat spontaneous,NA,TRUE,FALSE,Coming back home from school.,NA,somewhat positive,NA,not at all,NA,a little,NA,I listened to this back in junior high when my parents were picking me and my friends up from an afterschool event.,Never heard of it.,somewhat,not at all,not at all,NA,somewhat,not at all,very,NA,somewhat,NA,somewhat,NA
17,2015_3,11,NA,11,No.,somewhat deliberate,NA,TRUE,FALSE,Driving towards a fast food place while it's night at a school day.,NA,neutral,NA,a little,NA,a little,NA,It's a nice song to listen to it when you're not full of energy. I remember playing this while being tired from school and my parents drove me to dairy queen while it was dark. It felt different and was very calm.,I keep hearing this song on youtube where people would put sad clips.,extremely,very,a little,NA,somewhat,somewhat,a little,NA,somewhat,NA,somewhat,NA
17,2015_4,13,NA,12,No.,completely deliberate,NA,TRUE,FALSE,Playing on my older brother ps4.,NA,very positive,NA,extremely,NA,somewhat,NA,I remember listening to this for weeks when it showed up on my spotify on my older brother ps4. I believe it was on 2016 as well.,Think it was my brother favorite song for a couple of weeks and kept playing it.,extremely,very,a little,NA,love it!,somewhat,a little,NA,a little,NA,extremely,NA
17,2015_5,15,NA,15,No.,somewhat spontaneous,NA,TRUE,FALSE,On a car ride with some friends.,NA,very positive,NA,very,NA,somewhat,NA,Me and my friends would sometimes play this at the car and start to mockingly sing it for fun.,I think I heard this on a game called grand them auto on the radio.,very,a little,a little,NA,a lot,a little,very,NA,somewhat,NA,somewhat,NA
17,2016_2,16,16,16,16,completely spontaneous,somewhat deliberate,TRUE,TRUE,Walking at the park.,I was walking at a park with some friends.,very positive,very positive,very,very,somewhat,very,"It was one of my favorite songs back when I was 16 I believe, the artist is justin bieber.",I used to listen to it a lot when playing video games on spotify. I also put it on a group together on spotify and my friends liked it which brought us closer together.,extremely,extremely,a little,somewhat,love it!,a lot,a little,very,a little,a little,very,extremely
